Longitude,Latitude,Altitude
13.066940188407898,47.708841396901356,433.0
13.080094546079636,47.72838407543596,434.0
13.066940188407898,47.71861273616866,438.0
13.080094546079636,47.71861273616866,440.0
13.106403261423111,47.66975603983214,448.0
12.922242254018784,47.75769809323788,455.0
13.093248903751373,47.67952737909944,460.0
13.145866334438324,47.611128004228306,462.0
12.88277918100357,47.738155414703265,465.0
12.869624823331833,47.72838407543596,466.0
13.132711976766586,47.63067068276292,466.0
12.909087896347046,47.747926753970575,467.0
12.88277918100357,47.72838407543596,468.0
13.1721750497818,47.5818139864264,469.0
12.895933538675308,47.738155414703265,470.0
13.159020692110062,47.5915853256937,470.0
13.145866334438324,47.601356664961,472.0
12.935396611690521,47.75769809323788,474.0
12.935396611690521,47.747926753970575,479.0
13.159020692110062,47.5818139864264,479.0
13.145866334438324,47.5818139864264,482.0
13.05378583073616,47.71861273616866,487.0
12.856470465660095,47.708841396901356,487.0
12.922242254018784,47.747926753970575,491.0
13.040631473064423,47.67952737909944,491.0
12.948550969362259,47.75769809323788,495.0
12.843316107988358,47.68929871836674,499.0
12.83016175031662,47.67952737909944,510.0
13.040631473064423,47.708841396901356,514.0
12.88277918100357,47.71861273616866,516.0
12.909087896347046,47.738155414703265,518.0
12.77754431962967,47.66975603983214,519.0
12.948550969362259,47.747926753970575,520.0
13.119557619094849,47.650213361297524,520.0
13.040631473064423,47.699070057634046,521.0
13.119557619094849,47.572042647159094,527.0
13.211638122797012,47.445015236684135,532.0
12.922242254018784,47.738155414703265,535.0
12.909087896347046,47.72838407543596,538.0
13.1721750497818,47.49387193302066,540.0
12.974859684705734,47.747926753970575,541.0
12.935396611690521,47.738155414703265,541.0
12.909087896347046,47.71861273616866,545.0
12.790698677301407,47.67952737909944,546.0
13.040631473064423,47.650213361297524,547.0
12.961705327033997,47.747926753970575,550.0
12.895933538675308,47.72838407543596,550.0
12.922242254018784,47.72838407543596,551.0
13.040631473064423,47.71861273616866,553.0
12.895933538675308,47.71861273616866,554.0
13.014322757720947,47.64044202203022,559.0
13.00116840004921,47.620899343495616,566.0
12.988014042377472,47.738155414703265,567.0
13.027477115392685,47.66975603983214,571.0
12.974859684705734,47.620899343495616,571.0
12.988014042377472,47.601356664961,573.0
13.027477115392685,47.64044202203022,578.0
13.00116840004921,47.63067068276292,578.0
13.198483765125275,47.45478657595144,578.0
13.027477115392685,47.699070057634046,579.0
12.988014042377472,47.611128004228306,579.0
13.040631473064423,47.659984700564834,584.0
12.948550969362259,47.738155414703265,585.0
13.211638122797012,47.41570121888222,585.0
12.751235604286194,47.659984700564834,593.0
